Group,Taxon,Common name,Country,Prov_State,District,LocationName,LocationRemarks,Latitude,Longitude,UTMZone,UTMNorthing,UTMEasting,Collector/Observer,Date,CatalogueNumber,HabitatRemarks,Substrate,ObservationNotes,SpecimenNotes,CuratorRemarks,Source
TERRESTRIAL ARTHROPODS,Eris militaris,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000288,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eudioctria sackeni,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000300,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eudioctria sackeni,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002525,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Euglyptoneura robusta,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000231,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eupelmus sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000221,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eupelmus sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000246,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eupelmus sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000220,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eupeodes sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000412,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eupeodes sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000408,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Euphyes vestris,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000170,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eustrophus tomentosus,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000158,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eustrophus tomentosus,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000159,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eustrophus tomentosus,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000148,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Eustrophus tomentosus,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000162,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002580,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000354,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003787,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003784,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003795,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002592,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003789,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica fusca complex,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002628,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Formica rufa complex,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-04,ENT016-000405,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000287,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000261,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002635,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000276,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000278,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000355,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia apicalis,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002582,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000363,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002570,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000364,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000360,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002572,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002575,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002545,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002569,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000367,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000366,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000352,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000362,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002579,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000361,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000365,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000358,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000286,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000284,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002621,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000268,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000280,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002662,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002686,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002623,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000264,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000277,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002627,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002645,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002692,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002624,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000275,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002637,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002682,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2016-06-05,ENT016-000273,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002633,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002618,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002581,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000368,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2016-06-04,ENT016-000359,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002631,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia fucorum,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002617,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia separata,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002547,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia separata,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002680,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Fucellia separata,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Joel Gibson,2017-06-25,ENT017-002642,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Habronattus hirsutus,,Canada,British Columbia,Gulf Islands,Valdes Island,Shingle Point,49.041504,-123.643731,,,, Andrew Simon; John Reynolds,2017-06-24,ENT017-008684,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hapleginella conicola,,Canada,British Columbia,Gulf Islands,Valdes Island,Blackberry Point beach,49.0561111111111,-123.656111111111,,,, Joel Gibson,2017-06-24,ENT017-002594,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Harpaphe haydeniana,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000325,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Heriades sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000326,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Heterothrips sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Anabel Gibson,2017-06-23,ENT017-003900,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hilara sp.,,Canada,British Columbia,Gulf Islands,Valdes Island,Starvation Bay beach,49.0580555555556,-123.623888888889,,,, Robin Weber,2018-06-17,ENT018-004300,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hyadina pruinosa,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002590,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hybomitra frontalis,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Long Lake",49.0630555555556,-123.656111111111,,,, Joel Gibson; J Canning; Lynn Falconer,2016-06-05,ENT016-000298,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hylemya alcathoe,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson; Mark Bateman,2016-06-05,ENT016-000206,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hylemya alcathoe,,Canada,British Columbia,Gulf Islands,Valdes Island,"Sweep, mixed forest meadow
trail from DeJong-Westman cabin to Blackberry Point",49.0580555555556,-123.623888888889,,,, Joel Gibson; Anabel Gibson,2017-06-24,ENT017-002520,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hylemya alcathoe,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002605,,,,,,RBCM - Arthropod collections
TERRESTRIAL ARTHROPODS,Hylemya alcathoe,,Canada,British Columbia,Gulf Islands,Valdes Island,Bateman cabin,49.0411111111111,-123.608055555556,,,, Joel Gibson,2017-06-25,ENT017-002614,,,,,,RBCM - Arthropod collections
